epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,2.1804213724143016,1.7352675044561583,50.296891404663896,55.97484342040589,29.28746067091089,32.564640490347315
2,1.9424244353207432,1.7404515921528068,34.70136220214502,25.646401315365196,24.78169748810592,23.9692530495399
3,1.802420877469323,1.6836481666664906,31.03388052622921,26.694619435351015,24.1529863832549,25.087352035597107
4,1.464382695727027,1.281032849241186,19.123297195354624,14.675052309602734,15.246245189350972,12.858142802133827
5,1.5285655260918818,1.3812655559542462,27.331470450861985,23.480084635843184,20.922109677830733,18.09923138675117
6,1.1915509653724328,1.0849530371146798,13.953894468274854,10.4821817543355,9.762486891191898,7.6170520475908745
7,1.0663358044299553,0.9379589114465721,12.0328327462759,10.20265694650881,8.347886784027551,4.961566437215424
8,0.9977040655164089,0.8758595408800179,12.696472221265253,11.041230788854023,8.260565903983746,7.617050794685412
9,0.8788848461240395,0.9459640409128388,10.845267194240947,13.277428851604128,6.671323826210596,8.385745450385713
10,0.8944923684308048,0.9374388472172532,14.285714288379111,15.653389563517166,8.08592388274326,13.556953414181237
11,0.7200521713697199,0.91601007876906,9.67516589123096,16.422082449155283,5.431365655012328,4.12299185912147
12,0.6822787057549813,0.6423942905302068,10.338805451494721,8.944794639518094,5.606007748203098,2.9350106634517203
13,0.5680462990738152,0.615246591786252,7.893817663109473,9.014676513245348,2.8815927482175994,0.7686944744288695
14,0.6077692182776897,0.5338842391051419,11.089765931774679,9.364080934237961,4.5406916328880556,4.682041293503431
15,0.5230534664825922,0.6010513739265986,9.290953585204647,9.364081270123265,1.4669926277291268,0.0
16,0.5099930665187389,0.46235113342603046,10.076842499578746,8.595387957964135,1.8861334264757232,3.4940614413748534
17,0.41263484836165987,1.1312966318417061,7.50960526114946,27.113907137590218,0.8382814855705476,21.17400402759523
18,0.362078311432503,0.3580765663161301,6.880894156298439,7.05800166953118,0.2794272249243761,0.0
19,0.36974289053559845,0.4275200077489404,7.474676888346295,8.106219544267418,0.34928396786587257,0.9783380802988972
20,0.3192055701501628,0.31393414487962035,6.444289159158544,5.939902774109697,0.3143556217109591,0.0
21,0.3529582409707974,0.3529764028340266,7.911281861502772,7.05800166953118,0.20957038071952638,0.0
22,0.33149219393584434,0.27756134595052917,7.457212764568112,6.778476952340199,0.10478519035976319,0.0
23,0.2812520473092076,0.28339890168314624,6.53161017510844,5.31097128472905,0.10478519035976319,0.0
24,0.25827092153498066,0.3757808110582337,5.990220024916326,9.503843338151313,0.0,0.0
25,0.2819318164281815,0.3004428083708368,6.933286788785864,6.988120558210227,0.08732099196646459,0.0
26,0.25586776292244956,0.22504338620010578,6.426824960765245,4.472396770613244,0.0,0.0
27,0.248110677483529,0.2812714099592466,5.867970636163278,6.079664596888165,0.017464198393298602,0.0
28,0.2089157079691617,0.2435603503327866,4.994760753806133,6.289309119778366,0.0,0.0
29,0.20949147179478164,0.2671322842772235,5.36150893338943,6.009784066702082,0.0,0.0
30,0.20581633144019576,0.2016075079379425,4.99476071649859,4.961565029696104,0.0,0.0
31,0.30619390274505703,0.2303179071488537,7.771568261032286,5.800141287216519,0.0,0.0
32,0.20761420783611848,0.26780385695330167,5.274187941422966,6.21942767257211,0.0,0.0
33,0.1786103865461586,0.1505897320458141,4.453370566306475,3.5639414810617893,0.0,0.0
34,0.16160740405893642,0.24412331539046755,3.999301482695941,6.498953152169392,0.0,0.0
35,0.1721271455985368,0.18425710051522898,4.226336024501208,4.4025165763124505,0.0,0.0
36,0.18877963511741042,0.14513480400889175,4.95983235701955,3.354299037461516,0.0,0.0
37,0.157967338940292,0.5565031337871325,4.051694003260721,14.605172269915798,0.0,0.0
38,0.14829232922871963,0.14054540825381637,4.069158289593247,3.2145354712784098,0.0,0.0
39,0.14821709047090828,0.1488198398773192,3.8770520566353355,4.192872053422263,0.0,0.0
40,0.1352181043026958,0.11768752329212898,3.632553316436784,2.9350112445865904,0.0,0.0
41,0.1719830905874834,0.15181650959637347,4.820118807180748,3.98322960982199,0.0,0.0
42,0.150430141487219,0.13771972636048566,4.313657053775231,3.6338226830184652,0.0,0.0
43,0.13373773708195275,0.13664791193106723,3.772266879599698,3.3542978751917616,0.0,0.0
44,0.13265278403508343,0.13940273429925087,3.6500175148300684,3.6338223471331617,0.0,0.0
45,0.12173945884832835,0.10007560310415418,3.1784841209035903,2.445842495004584,0.0,0.0
46,0.1279641169035847,0.13268415203967518,3.300733509656638,3.70370455674572,0.0,0.0
47,0.10254767291973906,0.1839628661849297,2.6545581317972164,5.101328350629615,0.0,0.0
48,0.14341275090006236,0.16260211484195636,3.9119804667460585,4.262753255378939,0.0,0.0
49,0.12757149937787424,0.149973582078076,3.300733472349094,3.4241797489190304,0.0,0.0
50,0.12064720521616927,0.39486532534943186,3.091163078305442,12.299091933574985,0.0,0.0
51,0.111512713955336,0.10633959874229611,2.8466643007993326,2.6554861008746116,0.0,0.0
52,0.12203951323892202,0.10547224843027207,3.6150890434283838,2.655487017894771,0.0,0.0
53,0.10111960734868858,0.11061066408348116,2.70695075096053,2.585605815938095,0.0,0.0
